request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,input_tokens,input_audio_seconds,output_tokens,error
req_01jkhr2e4qfwqtvwz944d9t0rw,1738983684247,429,0,0.001005,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Rate limit reached for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 1914, Requested 5534. Please try again in 14.476s. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr2d5pen09h70h7d4yksqh,1738983683255,413,0,0.001122,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7575, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr28vxew0b0j72tm8gkwbx,1738983678845,413,0,0.003755,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7575, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr26f5fwnr0jndc22gagq8,1738983676389,413,0,0.001042,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7575, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr231zevx82txxmmza9pqk,1738983672897,413,0,0.002196,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7050, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr1ysnfwkann815gqgqpb0,1738983668533,413,0,0.001281,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7050, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr1wfee3aafan06vksbmrh,1738983666159,413,0,0.001276,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7050, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr1vaae3a8gwjbcf056bmq,1738983664970,200,0.188339,0.313386,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,1373,0,150
req_01jkhr1t8yfk98w34a752tyfyj,1738983663903,413,0,0.00124,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7842, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr1p0te37tycmxap9c1by8,1738983659546,413,0,0.001237,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7842, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr1kq0e3da1ypdrg1r6y65,1738983657184,413,0,0.001137,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 7842, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr1hxjfk8avccj896kfv4b,1738983655348,200,0.406707,0.532045,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,3077,0,150
req_01jkhr1e7nfwhbasqe5vk8vva4,1738983651575,413,0,0.001787,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 6748, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr19xxenns7qd362cata4c,1738983647165,413,0,0.001086,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 6748, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr17cqf4x90zhcrwf6c5y5,1738983644568,413,0,0.001618,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 6748, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr13hgennsgxqsb7nhhkev,1738983640624,413,0,0.008728,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 19009, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr0z8ze38ssggpc7amgwdb,1738983636256,413,0,0.003408,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 19009, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr0wyeempap8rmenct17ca,1738983633872,413,0,0.002871,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 19009, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr0vsae32bk8x3vcq4c0bk,1738983632683,200,0.188904,0.313515,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,1373,0,150
req_01jkhr0tw5enn82besptaqm56r,1738983631750,413,0,0.001215,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 9260, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr0pe2enjsmf9zgdmxspz4,1738983627202,413,0,0.001332,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 9260, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhr0m2tenjtdftdm0qkaftt,1738983624795,413,0,0.001927,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 9260, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhqqeh3eahrcc6mkz5w4m3q,1738983324195,413,0,0.001335,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 9384, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhqqa8geph9gtnqxd6dahvb,1738983319826,413,0,0.008663,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 9384, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
req_01jkhqq7ydeagsmhh8nzjs2097,1738983317454,413,0,0.00203,llama3-8b-8192,key_01jkhh66cmfk7b8f3b0yjngb45,0,0,0,"{\"message\":\"Request too large for model `llama3-8b-8192` in organization `org_01jjfzakt0e0fsghe20x2p7432` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Requested 9384, please reduce your message size and try again. Visit https://console.groq.com/docs/rate-limits for more information.\",\"type\":\"tokens\",\"code\":\"rate_limit_exceeded\"}"
